_id,precio_unitario,cantidad,total_venta,descuento_pct,categoria,metodo_pago,fecha_venta,direccion_envio,comentario_cliente,nombre_producto
69d05657eadd846fd99703a1,2835.58,5,12760.11,0.1,Libros,Efectivo,2026-08-12,"{""calle"": ""Circunvalación Dominicana 917 Edif. 271 , Depto. 429"", ""ciudad"": ""Vieja Bolivia"", ""estado"": ""Chihuahua"", ""cp"": ""41537""}","Producto auténtico y de calidad, envío rápido y seguro.",Marketing Digital 2024
69d05657eadd846fd99703a2,394.36,3,875.48,0.26,Electrónica,Transferencia,2026-09-06,"{""calle"": ""Callejón Norte Benavídez 431 Interior 747"", ""ciudad"": ""Nueva Burundi"", ""estado"": ""Yucatán"", ""cp"": ""90389-0227""}","Increíble producto, superó todas mis expectativas.",Laptop Core i7 16GB
69d05657eadd846fd99703a3,2634.22,6,10589.56,0.33,Deportes,PayPal,2026-01-15,"{""calle"": ""Diagonal Delgadillo 031 Interior 499"", ""ciudad"": ""San Esparta los bajos"", ""estado"": ""Morelos"", ""cp"": ""74566""}",El artículo es de buena calidad aunque el envío tardó un poco.,Bicicleta estática
69d05657eadd846fd99703a4,2215.1,3,6379.49,0.04,Juguetes,Efectivo,2026-07-19,"{""calle"": ""Eje vial Nuevo León 930 517"", ""ciudad"": ""San Carlota los bajos"", ""estado"": ""Sinaloa"", ""cp"": ""67449-2396""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Muñeca articulada deluxe
69d05657eadd846fd99703a5,2258.75,13,21141.9,0.28,Juguetes,Tarjeta de crédito,2026-06-22,"{""calle"": ""Pasaje Noruega 687 141"", ""ciudad"": ""Vieja Liechtenstein"", ""estado"": ""Zacatecas"", ""cp"": ""62491""}","El producto es tal y como se describe, estoy muy satisfecho.",Juego de mesa familiar
69d05657eadd846fd99703a6,335.77,14,3713.62,0.21,Electrónica,PayPal,2026-12-09,"{""calle"": ""Calzada Norte Robles 346 Edif. 957 , Depto. 447"", ""ciudad"": ""San Nancy los bajos"", ""estado"": ""Colima"", ""cp"": ""96384""}","Increíble producto, superó todas mis expectativas.",Smartphone 5G 256GB
69d05657eadd846fd99703a7,1155.22,5,5314.01,0.08,Hogar,Tarjeta de débito,2026-12-14,"{""calle"": ""Periférico Campeche 668 Interior 507"", ""ciudad"": ""Vieja Seychelles"", ""estado"": ""Tlaxcala"", ""cp"": ""70625-2904""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Silla ergonómica oficina
69d05657eadd846fd99703a8,1722.92,7,11216.21,0.07,Libros,Tarjeta de crédito,2026-07-27,"{""calle"": ""Calzada Sur Arroyo 848 994"", ""ciudad"": ""San Benjamín de la Montaña"", ""estado"": ""Oaxaca"", ""cp"": ""65743""}","El producto es tal y como se describe, estoy muy satisfecho.",Marketing Digital 2024
69d05657eadd846fd99703a9,2949.69,14,33862.44,0.18,Juguetes,Efectivo,2026-03-26,"{""calle"": ""Prolongación Norte Corona 009 Edif. 869 , Depto. 141"", ""ciudad"": ""Nueva Swazilandia"", ""estado"": ""Tabasco"", ""cp"": ""01497""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Muñeca articulada deluxe
69d05657eadd846fd99703aa,914.72,13,11296.79,0.05,Ropa,Tarjeta de crédito,2026-08-28,"{""calle"": ""Callejón Vietman 882 Edif. 274 , Depto. 733"", ""ciudad"": ""San Nelly los bajos"", ""estado"": ""Baja California"", ""cp"": ""26770-8282""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Playera algodón premium
69d05657eadd846fd99703ab,1459.8,4,5839.2,0,Deportes,PayPal,2026-03-07,"{""calle"": ""Pasaje Tailandia 826 270"", ""ciudad"": ""San Concepción los altos"", ""estado"": ""Baja California Sur"", ""cp"": ""23034""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Tenis running profesional
69d05657eadd846fd99703ac,672.65,1,571.75,0.15,Ropa,Efectivo,2026-11-15,"{""calle"": ""Andador Vaca 055 Edif. 734 , Depto. 126"", ""ciudad"": ""Nueva Irán"", ""estado"": ""Sinaloa"", ""cp"": ""72952-9520""}",El artículo es de buena calidad aunque el envío tardó un poco.,Sudadera con capucha
69d05657eadd846fd99703ad,2282.89,20,37895.97,0.17,Libros,PayPal,2026-10-01,"{""calle"": ""Prolongación Vaca 636 Interior 158"", ""ciudad"": ""Vieja Rumania"", ""estado"": ""Morelos"", ""cp"": ""95225-3716""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Finanzas personales
69d05657eadd846fd99703ae,2825.92,13,31226.42,0.15,Deportes,Tarjeta de crédito,2026-01-14,"{""calle"": ""Eje vial Santo Tomé y Príncipe 448 413"", ""ciudad"": ""Nueva República de Corea"", ""estado"": ""Guanajuato"", ""cp"": ""01052""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Colchoneta yoga antideslizante
69d05657eadd846fd99703af,59.1,13,545.49,0.29,Ropa,Tarjeta de débito,2026-07-21,"{""calle"": ""Avenida República Dominicana 560 Interior 294"", ""ciudad"": ""Vieja Perú"", ""estado"": ""Baja California"", ""cp"": ""59684-8444""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Playera algodón premium
69d05657eadd846fd99703b0,2855.63,8,19418.28,0.15,Juguetes,Efectivo,2026-10-31,"{""calle"": ""Callejón Guatemala 179 Interior 443"", ""ciudad"": ""Nueva Ghana"", ""estado"": ""Sonora"", ""cp"": ""14438-4239""}",Buen precio pero la calidad podría mejorar.,Juego de mesa familiar
69d05657eadd846fd99703b1,59.23,11,645.01,0.01,Deportes,PayPal,2026-10-16,"{""calle"": ""Circunvalación Norte Marroquín 061 652"", ""ciudad"": ""San Ana los altos"", ""estado"": ""Jalisco"", ""cp"": ""36856-0879""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Colchoneta yoga antideslizante
69d05657eadd846fd99703b2,739,16,9932.16,0.16,Libros,Efectivo,2026-12-06,"{""calle"": ""Cerrada India 907 Interior 793"", ""ciudad"": ""San Armando de la Montaña"", ""estado"": ""Nayarit"", ""cp"": ""19938-4418""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Finanzas personales
69d05657eadd846fd99703b3,2820.3,16,27526.13,0.39,Belleza,Tarjeta de crédito,2026-01-14,"{""calle"": ""Diagonal Villalobos 024 Edif. 429 , Depto. 693"", ""ciudad"": ""San Renato de la Montaña"", ""estado"": ""Guanajuato"", ""cp"": ""39942""}","Increíble producto, superó todas mis expectativas.",Kit maquillaje profesional
69d05657eadd846fd99703b4,2150.23,17,23760.04,0.35,Deportes,Efectivo,2026-02-12,"{""calle"": ""Cerrada Sur Gaona 944 Interior 560"", ""ciudad"": ""San Minerva los altos"", ""estado"": ""Baja California Sur"", ""cp"": ""66345""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Mancuernas ajustables
69d05657eadd846fd99703b5,2400.62,10,16084.15,0.33,Libros,Efectivo,2026-11-26,"{""calle"": ""Continuación Portugal 643 Edif. 193 , Depto. 560"", ""ciudad"": ""San Adán los bajos"", ""estado"": ""Tabasco"", ""cp"": ""78387-9394""}",Buen precio pero la calidad podría mejorar.,Marketing Digital 2024
69d05657eadd846fd99703b6,2867.4,16,33491.23,0.27,Libros,Tarjeta de débito,2026-08-08,"{""calle"": ""Callejón Guatemala 859 263"", ""ciudad"": ""Nueva Luxemburgo"", ""estado"": ""Tabasco"", ""cp"": ""19286-1636""}","Entrega rápida, el empaque estaba en buen estado.",Marketing Digital 2024
69d05657eadd846fd99703b7,2272.09,3,6543.62,0.04,Hogar,Tarjeta de crédito,2026-03-11,"{""calle"": ""Diagonal Sur Urbina 019 857"", ""ciudad"": ""San Antonia los bajos"", ""estado"": ""Yucatán"", ""cp"": ""41440""}","El producto es tal y como se describe, estoy muy satisfecho.",Cafetera programable
69d05657eadd846fd99703b8,2310.61,8,13124.26,0.29,Belleza,Transferencia,2026-08-25,"{""calle"": ""Continuación Sierra Leona 823 Edif. 562 , Depto. 515"", ""ciudad"": ""San Abigail de la Montaña"", ""estado"": ""Quintana Roo"", ""cp"": ""06268""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Perfume floral 100ml
69d05657eadd846fd99703b9,316.8,11,2265.12,0.35,Libros,Efectivo,2026-04-04,"{""calle"": ""Periférico Sur Monroy 740 Edif. 173 , Depto. 581"", ""ciudad"": ""San Vanesa los bajos"", ""estado"": ""Guerrero"", ""cp"": ""84413""}","Producto auténtico y de calidad, envío rápido y seguro.",Python para Ciencia de Datos
69d05657eadd846fd99703ba,1162.18,13,11180.17,0.26,Alimentos,Efectivo,2026-01-26,"{""calle"": ""Privada Yucatán 220 796"", ""ciudad"": ""Vieja Vietman"", ""estado"": ""Quintana Roo"", ""cp"": ""31586-8394""}","Increíble producto, superó todas mis expectativas.",Café molido orgánico 500g
69d05657eadd846fd99703bb,814.33,10,7817.57,0.04,Deportes,Tarjeta de crédito,2026-05-14,"{""calle"": ""Circunvalación Coahuila de Zaragoza 557 286"", ""ciudad"": ""Vieja Australia"", ""estado"": ""Yucatán"", ""cp"": ""38566-3562""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Mancuernas ajustables
69d05657eadd846fd99703bc,1739.88,5,5741.6,0.34,Ropa,Transferencia,2026-07-14,"{""calle"": ""Avenida Armendáriz 221 668"", ""ciudad"": ""San Rufino de la Montaña"", ""estado"": ""Tlaxcala"", ""cp"": ""61735""}","Producto auténtico y de calidad, envío rápido y seguro.",Playera algodón premium
69d05657eadd846fd99703bd,232.56,18,3851.19,0.08,Juguetes,Transferencia,2026-06-17,"{""calle"": ""Andador Aguayo 840 415"", ""ciudad"": ""Nueva Santo Tomé y Príncipe"", ""estado"": ""Sinaloa"", ""cp"": ""47979-0121""}","Increíble producto, superó todas mis expectativas.",Auto control remoto
69d05657eadd846fd99703be,2402.68,5,9490.59,0.21,Alimentos,Efectivo,2026-04-19,"{""calle"": ""Pasaje Eslovenia 402 460"", ""ciudad"": ""Vieja Liechtenstein"", ""estado"": ""Sonora"", ""cp"": ""43877-9232""}","Producto auténtico y de calidad, envío rápido y seguro.",Café molido orgánico 500g
69d05657eadd846fd99703bf,1216.17,18,14448.1,0.34,Ropa,PayPal,2026-08-21,"{""calle"": ""Circuito Islandia 767 Edif. 088 , Depto. 563"", ""ciudad"": ""San Eduardo de la Montaña"", ""estado"": ""San Luis Potosí"", ""cp"": ""17714""}","El producto es tal y como se describe, estoy muy satisfecho.",Vestido casual verano
69d05657eadd846fd99703c0,1524.51,15,21495.59,0.06,Deportes,PayPal,2026-06-17,"{""calle"": ""Boulevard Nuevo León 479 Interior 222"", ""ciudad"": ""San Ivonne de la Montaña"", ""estado"": ""Zacatecas"", ""cp"": ""20186""}","El producto es tal y como se describe, estoy muy satisfecho.",Tenis running profesional
69d05657eadd846fd99703c1,961.23,4,3421.98,0.11,Alimentos,Efectivo,2026-06-22,"{""calle"": ""Pasaje Togo 519 Interior 020"", ""ciudad"": ""Vieja Eslovaquia"", ""estado"": ""Chihuahua"", ""cp"": ""69318-3063""}",Buen precio pero la calidad podría mejorar.,Café molido orgánico 500g
69d05657eadd846fd99703c2,909.91,13,11592.25,0.02,Libros,PayPal,2026-07-14,"{""calle"": ""Cerrada Norte Valverde 484 652"", ""ciudad"": ""Nueva Maldivas"", ""estado"": ""Sonora"", ""cp"": ""36194-1926""}","El producto es tal y como se describe, estoy muy satisfecho.",Marketing Digital 2024
69d05657eadd846fd99703c3,2116.2,2,2666.41,0.37,Deportes,Tarjeta de débito,2026-05-23,"{""calle"": ""Ampliación Tlaxcala 110 223"", ""ciudad"": ""Vieja Chile"", ""estado"": ""Tlaxcala"", ""cp"": ""87871""}",Buen precio pero la calidad podría mejorar.,Bicicleta estática
69d05657eadd846fd99703c4,2953.95,6,10634.22,0.4,Juguetes,Efectivo,2026-08-04,"{""calle"": ""Avenida Quintana Roo 201 847"", ""ciudad"": ""Nueva Letonia"", ""estado"": ""Aguascalientes"", ""cp"": ""97084-6423""}","Increíble producto, superó todas mis expectativas.",Auto control remoto
69d05657eadd846fd99703c5,2049.8,12,17218.32,0.3,Belleza,Transferencia,2026-05-10,"{""calle"": ""Diagonal Norte Grijalva 809 Interior 658"", ""ciudad"": ""Vieja Bosnia y Herzegovina"", ""estado"": ""San Luis Potosí"", ""cp"": ""51408""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Kit maquillaje profesional
69d05657eadd846fd99703c6,2104.31,7,10605.72,0.28,Juguetes,Efectivo,2026-02-11,"{""calle"": ""Avenida República Unida de Tanzanía 399 475"", ""ciudad"": ""San Gabriela los bajos"", ""estado"": ""Querétaro"", ""cp"": ""05256-5527""}","Increíble producto, superó todas mis expectativas.",Set Lego arquitectura
69d05657eadd846fd99703c7,1004.08,19,12400.39,0.35,Hogar,Tarjeta de crédito,2026-08-29,"{""calle"": ""Circuito Namibia 782 Interior 308"", ""ciudad"": ""San Fabiola los altos"", ""estado"": ""Nayarit"", ""cp"": ""61126""}",El artículo es de buena calidad aunque el envío tardó un poco.,Set de sábanas 400 hilos
69d05657eadd846fd99703c8,1752.61,15,18928.19,0.28,Hogar,PayPal,2026-01-10,"{""calle"": ""Avenida Etiopía 112 Interior 605"", ""ciudad"": ""Nueva Cabo Verde"", ""estado"": ""Michoacán de Ocampo"", ""cp"": ""15646-8478""}","El producto es tal y como se describe, estoy muy satisfecho.",Lámpara LED escritorio
69d05657eadd846fd99703c9,2422.86,7,12041.61,0.29,Deportes,Tarjeta de crédito,2026-10-04,"{""calle"": ""Circuito República Popular Democrática de Corea 086 Edif. 533 , Depto. 150"", ""ciudad"": ""Vieja Italia"", ""estado"": ""Coahuila de Zaragoza"", ""cp"": ""02235""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Tenis running profesional
69d05657eadd846fd99703ca,1160.84,14,11863.78,0.27,Hogar,Tarjeta de débito,2026-01-27,"{""calle"": ""Prolongación Federación de Rusia 099 967"", ""ciudad"": ""Vieja Antigua y Barbuda"", ""estado"": ""Baja California Sur"", ""cp"": ""81428-3515""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Silla ergonómica oficina
69d05657eadd846fd99703cb,2923.77,6,10876.42,0.38,Alimentos,Tarjeta de crédito,2026-06-29,"{""calle"": ""Privada Sur Benavides 927 Edif. 783 , Depto. 933"", ""ciudad"": ""San Ana de la Montaña"", ""estado"": ""Hidalgo"", ""cp"": ""29038""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Snack saludable mixto
69d05657eadd846fd99703cc,2910.69,13,34055.07,0.1,Belleza,Tarjeta de crédito,2026-04-25,"{""calle"": ""Continuación Hernandes 332 230"", ""ciudad"": ""Vieja Turquía"", ""estado"": ""Durango"", ""cp"": ""12094""}","Entrega rápida, el empaque estaba en buen estado.",Shampoo sin sulfatos
69d05657eadd846fd99703cd,942.93,20,11692.33,0.38,Libros,Transferencia,2026-11-29,"{""calle"": ""Circuito López 916 Interior 599"", ""ciudad"": ""Vieja Kirguistán"", ""estado"": ""Baja California Sur"", ""cp"": ""62858""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Novela bestseller año
69d05657eadd846fd99703ce,861.89,15,10989.1,0.15,Belleza,Tarjeta de crédito,2026-02-05,"{""calle"": ""Corredor Etiopía 077 Interior 341"", ""ciudad"": ""San Verónica de la Montaña"", ""estado"": ""Quintana Roo"", ""cp"": ""86855""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Crema hidratante FPS 50
69d05657eadd846fd99703cf,1493.19,17,23099.65,0.09,Ropa,Efectivo,2026-11-30,"{""calle"": ""Pasaje Bangladesh 879 334"", ""ciudad"": ""San Humberto de la Montaña"", ""estado"": ""Durango"", ""cp"": ""50624-0106""}","Producto auténtico y de calidad, envío rápido y seguro.",Sudadera con capucha
69d05657eadd846fd99703d0,2096.49,4,5702.45,0.32,Juguetes,Tarjeta de débito,2026-01-21,"{""calle"": ""Retorno Sur Duarte 402 Interior 896"", ""ciudad"": ""Vieja Saint Kitts y Nevis"", ""estado"": ""Puebla"", ""cp"": ""21031-2930""}","Increíble producto, superó todas mis expectativas.",Juego de mesa familiar
69d05657eadd846fd99703d1,930.17,5,4464.82,0.04,Belleza,Tarjeta de crédito,2026-01-16,"{""calle"": ""Eje vial Sur Barrera 378 Edif. 476 , Depto. 869"", ""ciudad"": ""Vieja Chad"", ""estado"": ""Puebla"", ""cp"": ""58016""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Perfume floral 100ml
69d05657eadd846fd99703d2,2447.96,1,2056.29,0.16,Belleza,Efectivo,2026-05-07,"{""calle"": ""Circunvalación Sur Barrera 740 Edif. 549 , Depto. 081"", ""ciudad"": ""Vieja Djibouti"", ""estado"": ""Chihuahua"", ""cp"": ""17650-8883""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Shampoo sin sulfatos
69d05657eadd846fd99703d3,1580.76,19,23426.86,0.22,Ropa,Tarjeta de crédito,2026-04-13,"{""calle"": ""Pasaje García 756 Edif. 091 , Depto. 569"", ""ciudad"": ""Nueva San Vicente y las Granadinas"", ""estado"": ""Puebla"", ""cp"": ""67927-3186""}","Entrega rápida, el empaque estaba en buen estado.",Playera algodón premium
69d05657eadd846fd99703d4,2592.91,6,15557.46,0,Hogar,Transferencia,2026-01-11,"{""calle"": ""Retorno Sudán del Sur 109 Interior 800"", ""ciudad"": ""San Santiago los altos"", ""estado"": ""Tamaulipas"", ""cp"": ""15224""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Silla ergonómica oficina
69d05657eadd846fd99703d5,430.01,7,2227.45,0.26,Electrónica,Tarjeta de crédito,2026-11-15,"{""calle"": ""Callejón Norte Castellanos 734 Edif. 782 , Depto. 610"", ""ciudad"": ""Vieja República Centroafricana"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""99963-7512""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Tablet 10 pulgadas
69d05657eadd846fd99703d6,299.6,4,958.72,0.2,Electrónica,PayPal,2026-03-20,"{""calle"": ""Circuito Baja California 501 298"", ""ciudad"": ""San María Elena de la Montaña"", ""estado"": ""Aguascalientes"", ""cp"": ""73526""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Smartphone 5G 256GB
69d05657eadd846fd99703d7,2932.45,1,2639.2,0.1,Belleza,Tarjeta de crédito,2026-05-03,"{""calle"": ""Calzada Guerrero 475 141"", ""ciudad"": ""San Felix los bajos"", ""estado"": ""Guanajuato"", ""cp"": ""06654""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Kit maquillaje profesional
69d05657eadd846fd99703d8,462.57,16,5328.81,0.28,Libros,Efectivo,2026-03-06,"{""calle"": ""Andador Saint Kitts y Nevis 057 Interior 401"", ""ciudad"": ""San Judith los altos"", ""estado"": ""Nayarit"", ""cp"": ""78962""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Marketing Digital 2024
69d05657eadd846fd99703d9,2004.72,2,3648.59,0.09,Ropa,Tarjeta de débito,2026-08-31,"{""calle"": ""Avenida Namibia 948 Edif. 459 , Depto. 052"", ""ciudad"": ""San Alicia los bajos"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""69753-5774""}","El producto es tal y como se describe, estoy muy satisfecho.",Vestido casual verano
69d05657eadd846fd99703da,2874.4,20,44840.64,0.22,Deportes,Efectivo,2026-12-09,"{""calle"": ""Continuación Guerrero 958 Edif. 924 , Depto. 389"", ""ciudad"": ""San Ernesto los altos"", ""estado"": ""Aguascalientes"", ""cp"": ""06191-6844""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Colchoneta yoga antideslizante
69d05657eadd846fd99703db,2200.86,14,29887.68,0.03,Hogar,PayPal,2026-02-28,"{""calle"": ""Callejón Norte Santacruz 840 Interior 146"", ""ciudad"": ""San Óliver los bajos"", ""estado"": ""Zacatecas"", ""cp"": ""32575""}",El artículo es de buena calidad aunque el envío tardó un poco.,Set de sábanas 400 hilos
69d05657eadd846fd99703dc,1230.18,3,2288.13,0.38,Hogar,Transferencia,2026-10-16,"{""calle"": ""Avenida Suecia 284 Edif. 194 , Depto. 609"", ""ciudad"": ""Nueva Angola"", ""estado"": ""Colima"", ""cp"": ""44408""}","El producto es tal y como se describe, estoy muy satisfecho.",Lámpara LED escritorio
69d05657eadd846fd99703dd,1907.23,9,10299.04,0.4,Ropa,Tarjeta de débito,2026-04-22,"{""calle"": ""Retorno Quintana Roo 998 Interior 949"", ""ciudad"": ""Vieja Bulgaria"", ""estado"": ""Tlaxcala"", ""cp"": ""14547-9134""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Jeans slim fit
69d05657eadd846fd99703de,2473.63,11,16325.96,0.4,Belleza,Transferencia,2026-08-27,"{""calle"": ""Ampliación Véliz 037 Interior 315"", ""ciudad"": ""San Anabel los altos"", ""estado"": ""Guanajuato"", ""cp"": ""55015""}","Increíble producto, superó todas mis expectativas.",Crema hidratante FPS 50
69d05657eadd846fd99703df,278.7,4,880.69,0.21,Deportes,Efectivo,2026-12-25,"{""calle"": ""Diagonal Sanabria 038 Interior 747"", ""ciudad"": ""Vieja Botswana"", ""estado"": ""Oaxaca"", ""cp"": ""99449-1513""}","Increíble producto, superó todas mis expectativas.",Tenis running profesional
69d05657eadd846fd99703e0,1938.52,12,14887.83,0.36,Alimentos,PayPal,2026-05-12,"{""calle"": ""Viaducto Barajas 590 609"", ""ciudad"": ""Nueva Somalia"", ""estado"": ""Chiapas"", ""cp"": ""05728""}","El producto es tal y como se describe, estoy muy satisfecho.",Café molido orgánico 500g
69d05657eadd846fd99703e1,79.1,13,627.26,0.39,Juguetes,Tarjeta de débito,2026-07-08,"{""calle"": ""Callejón Australia 734 Edif. 217 , Depto. 576"", ""ciudad"": ""Vieja India"", ""estado"": ""México"", ""cp"": ""81987""}","Increíble producto, superó todas mis expectativas.",Set Lego arquitectura
69d05657eadd846fd99703e2,568.41,10,4319.92,0.24,Ropa,Transferencia,2026-03-27,"{""calle"": ""Corredor Durango 321 125"", ""ciudad"": ""Vieja Sri Lanka"", ""estado"": ""Campeche"", ""cp"": ""28434-5325""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Vestido casual verano
69d05657eadd846fd99703e3,1677.05,20,32199.36,0.04,Juguetes,Tarjeta de crédito,2026-11-07,"{""calle"": ""Diagonal Marín 762 239"", ""ciudad"": ""Nueva Sudáfrica"", ""estado"": ""Puebla"", ""cp"": ""19091""}","El producto es tal y como se describe, estoy muy satisfecho.",Auto control remoto
69d05657eadd846fd99703e4,582.98,18,8185.04,0.22,Belleza,Transferencia,2026-11-07,"{""calle"": ""Calle Norte Páez 002 Edif. 304 , Depto. 396"", ""ciudad"": ""San Abigail los bajos"", ""estado"": ""Oaxaca"", ""cp"": ""52581""}",Buen precio pero la calidad podría mejorar.,Perfume floral 100ml
69d05657eadd846fd99703e5,78.02,17,941.7,0.29,Juguetes,Tarjeta de débito,2026-02-28,"{""calle"": ""Eje vial Norte Riojas 826 656"", ""ciudad"": ""San Noemí los altos"", ""estado"": ""Baja California Sur"", ""cp"": ""24152""}","El producto es tal y como se describe, estoy muy satisfecho.",Juego de mesa familiar
69d05657eadd846fd99703e6,205.95,12,1779.41,0.28,Juguetes,Tarjeta de débito,2026-03-25,"{""calle"": ""Corredor Sur Casares 348 Edif. 549 , Depto. 273"", ""ciudad"": ""San Elias los altos"", ""estado"": ""Tamaulipas"", ""cp"": ""28947-5396""}","Producto auténtico y de calidad, envío rápido y seguro.",Juego de mesa familiar
69d05657eadd846fd99703e7,590.16,12,4815.71,0.32,Libros,Efectivo,2026-06-09,"{""calle"": ""Corredor Veracruz de Ignacio de la Llave 834 594"", ""ciudad"": ""San Indira los bajos"", ""estado"": ""Chihuahua"", ""cp"": ""09194-1133""}",El artículo es de buena calidad aunque el envío tardó un poco.,Finanzas personales
69d05657eadd846fd99703e8,1585.75,8,11163.68,0.12,Belleza,Tarjeta de crédito,2026-02-25,"{""calle"": ""Continuación Palomo 412 834"", ""ciudad"": ""Nueva Turquía"", ""estado"": ""Chihuahua"", ""cp"": ""90711""}",El artículo es de buena calidad aunque el envío tardó un poco.,Shampoo sin sulfatos
69d05657eadd846fd99703e9,2543.47,3,7401.5,0.03,Alimentos,Tarjeta de débito,2026-10-24,"{""calle"": ""Eje vial Linares 363 Interior 288"", ""ciudad"": ""San Alma los altos"", ""estado"": ""Nuevo León"", ""cp"": ""38356""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Café molido orgánico 500g
69d05657eadd846fd99703ea,299.53,10,2336.33,0.22,Electrónica,Transferencia,2026-01-14,"{""calle"": ""Periférico India 558 444"", ""ciudad"": ""Nueva Rwanda"", ""estado"": ""Distrito Federal"", ""cp"": ""95741-9148""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Auriculares Bluetooth
69d05657eadd846fd99703eb,1464.99,17,18180.53,0.27,Hogar,Efectivo,2026-06-09,"{""calle"": ""Avenida Quintana Roo 447 Interior 528"", ""ciudad"": ""San María los altos"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""09268-2175""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Set de sábanas 400 hilos
69d05657eadd846fd99703ec,1868.05,1,1326.32,0.29,Electrónica,Efectivo,2026-10-22,"{""calle"": ""Pasaje Reyes 518 Interior 831"", ""ciudad"": ""San Renato los bajos"", ""estado"": ""Chihuahua"", ""cp"": ""08640""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Smartphone 5G 256GB
69d05657eadd846fd99703ed,1841.75,6,8066.86,0.27,Electrónica,Efectivo,2026-12-13,"{""calle"": ""Eje vial Morelos 298 682"", ""ciudad"": ""San Eduardo los altos"", ""estado"": ""Morelos"", ""cp"": ""43282""}","Entrega rápida, el empaque estaba en buen estado.",Smartphone 5G 256GB
69d05657eadd846fd99703ee,1132.8,5,4474.56,0.21,Ropa,Tarjeta de crédito,2026-07-12,"{""calle"": ""Ampliación Michoacán de Ocampo 923 Edif. 627 , Depto. 701"", ""ciudad"": ""San Antonio de la Montaña"", ""estado"": ""Tamaulipas"", ""cp"": ""48334""}","Increíble producto, superó todas mis expectativas.",Sudadera con capucha
69d05657eadd846fd99703ef,552.93,4,1902.08,0.14,Belleza,Tarjeta de débito,2026-07-23,"{""calle"": ""Andador Islas Marshall 772 Edif. 693 , Depto. 480"", ""ciudad"": ""Vieja Japón"", ""estado"": ""Guerrero"", ""cp"": ""56692""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Crema hidratante FPS 50
69d05657eadd846fd99703f0,932.58,10,8299.96,0.11,Juguetes,Tarjeta de crédito,2026-04-12,"{""calle"": ""Diagonal Guillen 894 317"", ""ciudad"": ""Vieja Malta"", ""estado"": ""San Luis Potosí"", ""cp"": ""53702""}","Producto auténtico y de calidad, envío rápido y seguro.",Juego de mesa familiar
69d05657eadd846fd99703f1,2773.02,17,31584.7,0.33,Deportes,Tarjeta de crédito,2026-02-08,"{""calle"": ""Cerrada Mongolia 151 Edif. 171 , Depto. 062"", ""ciudad"": ""San Clara de la Montaña"", ""estado"": ""Sonora"", ""cp"": ""48830""}",Buen precio pero la calidad podría mejorar.,Bicicleta estática
69d05657eadd846fd99703f2,1099.44,20,18030.82,0.18,Electrónica,PayPal,2026-10-31,"{""calle"": ""Retorno Libia 061 282"", ""ciudad"": ""Vieja Estados Unidos de América"", ""estado"": ""Campeche"", ""cp"": ""42741""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Laptop Core i7 16GB
